sofifa_id,short_name,overall,age,club_name,league_name,nationality_name,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure
243666,C. McCowatt,63,21,,,New Zealand,71,54,62,62,57,63
213094,S. Roux,62,27,Melbourne Victory,Australian Hyundai A-League,New Zealand,58,55,57,51,44,57
220779,M. Ridenton,62,24,,,New Zealand,62,63,61,63,48,54
219392,A. Rufer,61,24,Wellington Phoenix,Australian Hyundai A-League,New Zealand,81,57,62,62,56,63
231064,T. Hudson-Wihongi,61,25,Wellington Phoenix,Australian Hyundai A-League,New Zealand,66,61,54,65,52,65
242990,E. Collier,61,25,Chicago Fire Football Club,USA Major League Soccer,New Zealand,66,39,60,63,53,57
247754,G. Stensness,61,21,Central Coast Mariners,Australian Hyundai A-League,New Zealand,69,58,41,48,42,60
254136,E. Just,61,20,,,New Zealand,28,19,54,56,54,64
225993,O. Sail,60,24,Wellington Phoenix,Australian Hyundai A-League,New Zealand,21,19,11,36,21,39
231063,C. Lewis,60,23,,,New Zealand,49,49,53,58,58,56
242955,A. de Jong,60,23,,,New Zealand,44,23,65,56,58,56
254143,N. Pijnaker,60,21,Rio Ave FC,Portuguese Liga ZON SAGRES,New Zealand,55,58,38,50,33,57
255318,N. Billingsley,60,22,Minnesota United FC,USA Major League Soccer,New Zealand,52,48,57,50,57,53
206566,M. Crocombe,59,26,Brisbane Roar,Australian Hyundai A-League,New Zealand,41,25,12,31,21,44
237714,D. Ingham,59,21,Perth Glory,Australian Hyundai A-League,New Zealand,48,53,57,48,34,55
245539,B. Waine,59,19,Wellington Phoenix,Australian Hyundai A-League,New Zealand,46,21,59,56,57,49
221589,J. Ingham,58,26,Brisbane Roar,Australian Hyundai A-League,New Zealand,36,19,57,51,49,54
230971,N. Tzanev,57,23,AFC Wimbledon,English League One,New Zealand,34,14,9,25,15,34
246195,C. Elliot,57,20,Wellington Phoenix,Australian Hyundai A-League,New Zealand,50,53,54,55,45,60
255375,K. Adams,57,23,Houston Dynamo,USA Major League Soccer,New Zealand,55,63,45,35,36,53
253153,S. Sutton,56,18,Wellington Phoenix,Australian Hyundai A-League,New Zealand,60,25,43,59,56,54
255360,M. Garbett,55,18,Falkenbergs FF,Swedish Allsvenskan,New Zealand,53,25,57,49,59,51
256060,R. De Vries,54,28,Sligo Rovers,Rep. Ireland Airtricity League,New Zealand,50,22,54,46,58,48
246850,Z. Jones,53,19,Wellington Phoenix,Australian Hyundai A-League,New Zealand,17,12,4,30,11,32
253024,G. Stanger,51,19,Hamilton Academical FC,Scottish Premiership,New Zealand,54,51,41,39,37,35
253154,O. van Hattum,50,18,Wellington Phoenix,Australian Hyundai A-League,New Zealand,45,19,45,48,54,43
238884,J. Moreno,56,25,Estudiantes de Mérida,Venezuelan Primera División,Nicaragua,55,26,55,52,55,54
252087,Y. Diori,62,22,SD Ponferradina,Spanish Segunda División,Niger,71,58,53,45,51,61
256019,H. Adamou,59,20,CD Mirandés,Spanish Segunda División,Niger,64,55,35,61,51,46
250846,Y. Omar,57,26,Al Hazem,Saudi Abdul L. Jameel League,Niger,66,22,52,47,55,55
251973,I. Salou,50,21,Randers FC,Danish Superliga,Niger,46,44,48,45,45,41
226790,W. Ndidi,84,23,Leicester City,English Premier League,Nigeria,87,90,67,67,55,80
232293,V. Osimhen,79,21,Napoli,Italian Serie A,Nigeria,76,34,81,65,75,72
172962,V. Moses,78,29,Chelsea,English Premier League,Nigeria,62,73,72,72,75,75
241771,A. Nwakaeme,78,31,Trabzonspor,Turkish Süper Lig,Nigeria,55,23,75,71,68,77
185195,O. Ighalo,77,31,Manchester United,English Premier League,Nigeria,74,32,77,67,75,73
213655,A. Iwobi,77,24,Everton,English Premier League,Nigeria,54,24,76,78,59,73
216820,M. Simon,77,24,FC Nantes,French Ligue 1,Nigeria,38,34,73,71,60,74
234045,H. Onyekuru,77,23,AS Monaco,French Ligue 1,Nigeria,53,18,76,67,65,70
246172,S. Chukwueze,77,21,Villarreal CF,Spain Primera Division,Nigeria,47,33,75,68,55,70
237207,S. Kalu,76,22,FC Girondins de Bordeaux,French Ligue 1,Nigeria,57,31,70,72,52,74
239015,E. Dennis,76,22,Club Brugge KV,Belgian Jupiler Pro League,Nigeria,68,13,74,58,56,67
137494,O. Martins,75,35,Wuhan FC,Chinese Super League,Nigeria,62,27,73,73,64,68
211231,R. Azeez,75,27,Granada CF,Spain Primera Division,Nigeria,75,71,63,68,58,64
224739,P. Olayinka,75,24,SK Slavia Praha,Czech Republic Gambrinus Liga,Nigeria,73,48,71,67,65,69
238050,C. Ejuke,75,22,PFC CSKA Moscow,Russian Premier League,Nigeria,40,31,71,66,49,69
225719,K. Iheanacho,74,23,Leicester City,English Premier League,Nigeria,70,21,79,67,73,69
239529,F. Onyeka,74,22,FC Midtjylland,Danish Superliga,Nigeria,74,72,67,66,48,72
188182,L. Balogun,73,32,Rangers FC,Scottish Premiership,Nigeria,72,73,46,47,39,65
201818,A. Musa,73,27,Al Nassr,Saudi Abdul L. Jameel League,Nigeria,33,24,68,65,66,66
207624,K. Omeruo,73,26,CD Leganés,Spanish Segunda División,Nigeria,79,72,34,34,35,70
207952,S. Ajayi,73,26,West Bromwich Albion,English Premier League,Nigeria,75,69,52,48,32,68
209984,M. Agu,73,27,Vitória de Guimarães,Portuguese Liga ZON SAGRES,Nigeria,86,76,33,47,46,60
213414,W. Troost-Ekong,73,26,Udinese Calcio,Italian Serie A,Nigeria,76,75,30,41,40,69
224656,O. Aina,73,23,Fulham,English Premier League,Nigeria,67,72,65,67,49,69
229092,A. Umar,73,25,Çaykur Rizespor,Turkish Süper Lig,Nigeria,74,50,66,72,53,71
232693,C. Awaziem,73,23,Boavista FC,Portuguese Liga ZON SAGRES,Nigeria,77,73,28,30,40,69
241769,D. Akpeyi,73,34,Kaizer Chiefs,South African Premier Division,Nigeria,26,7,8,30,12,28
164477,J. Mikel,72,33,Stoke City,English League Championship,Nigeria,79,78,54,62,45,79
211048,O. Kayode,72,27,Demir Grup Sivasspor,Turkish Süper Lig,Nigeria,81,24,73,53,65,58
212382,P. Onuachu,72,26,KRC Genk,Belgian Jupiler Pro League,Nigeria,77,41,73,68,60,69
220921,A. Esiti,72,26,PAOK,Greek Super League,Nigeria,83,77,48,53,55,66
227642,S. Adegbenro,72,24,Rosenborg BK,Norwegian Eliteserien,Nigeria,64,26,70,66,59,71
227884,B. Osayi-Samuel,72,22,Queens Park Rangers,English League Championship,Nigeria,36,25,63,62,49,62
233732,D. Okereke,72,22,Club Brugge KV,Belgian Jupiler Pro League,Nigeria,48,17,70,68,62,68
241135,J. Collins,72,25,SC Paderborn 07,German 2. Bundesliga,Nigeria,71,66,61,49,34,62
186954,B. Ideye,71,31,Göztepe SK,Turkish Süper Lig,Nigeria,48,49,73,61,69,65
193337,J. Obi,71,29,Chievo Verona,Italian Serie B,Nigeria,76,74,72,72,59,73
198554,A. Ujah,71,29,1. FC Union Berlin,German 1. Bundesliga,Nigeria,62,38,70,52,68,72
207507,L. James,71,27,Molde FK,Norwegian Eliteserien,Nigeria,46,21,70,52,65,71
219496,Simy,71,28,Crotone,Italian Serie A,Nigeria,79,21,78,45,64,70
222634,I. Success,71,24,Watford,English League Championship,Nigeria,45,22,70,62,68,63
231044,J. Aribo,71,23,Rangers FC,Scottish Premiership,Nigeria,54,55,68,75,61,68
233472,N. Sarenren Bazee,71,23,FC Augsburg,German 1. Bundesliga,Nigeria,47,31,64,60,52,58
234457,O. Etebo,71,24,Galatasaray SK,Turkish Süper Lig,Nigeria,80,68,65,67,69,68
235161,J. Maja,71,21,FC Girondins de Bordeaux,French Ligue 1,Nigeria,38,14,71,64,63,72
227638,S. Abdullahi,70,23,Eintracht Braunschweig,German 2. Bundesliga,Nigeria,79,17,72,59,66,62
230978,T. Awoniyi,70,22,1. FC Union Berlin,German 1. Bundesliga,Nigeria,64,14,69,53,68,58
164478,C. Obasi,69,34,SC Rheindorf Altach,Austrian Football Bundesliga,Nigeria,65,48,71,60,66,63
225956,B. Akintola,69,24,FC Midtjylland,Danish Superliga,Nigeria,34,40,63,64,51,51
236300,S. Eduok,69,26,İttifak Holding Konyaspor,Turkish Süper Lig,Nigeria,57,18,64,58,61,52
236836,O. Okwonkwo,69,22,Club de Foot Montréal,USA Major League Soccer,Nigeria,66,30,64,59,60,60
239049,O. Azubuike,69,23,İstanbul Başakşehir FK,Turkish Süper Lig,Nigeria,53,73,28,53,38,49
243862,J. Igbekeme,69,24,Real Zaragoza,Spanish Segunda División,Nigeria,65,73,66,69,64,74
244895,A. Yusuf,69,19,IFK Göteborg,Swedish Allsvenskan,Nigeria,76,71,58,66,46,71
255000,T. Moffi,69,21,KV Kortrijk,Belgian Jupiler Pro League,Nigeria,57,15,68,41,66,66
186876,E. Ambrose,68,31,Livingston FC,Scottish Premiership,Nigeria,71,67,37,44,50,66
224009,G. Ekpolo,68,25,BK Häcken,Swedish Allsvenskan,Nigeria,74,59,52,48,42,66
240846,E. Apeh,68,23,CD Tenerife,Spanish Segunda División,Nigeria,35,17,68,55,62,52
213380,K. Fatai,67,30,AFC Astra Giurgiu,Romanian Liga I,Nigeria,53,30,65,55,72,67
220035,A. Ajagun,67,27,KV Kortrijk,Belgian Jupiler Pro League,Nigeria,60,17,67,64,66,68
221197,F. Onyedinma,67,23,Wycombe Wanderers,English League Championship,Nigeria,57,45,64,61,60,65
239485,J. Pius,67,24,Royal Antwerp FC,Belgian Jupiler Pro League,Nigeria,68,69,35,48,46,62
244935,B. Eleke,67,24,K Beerschot VA,Belgian Jupiler Pro League,Nigeria,70,44,69,58,71,72
199750,R. Hassan,66,29,SønderjyskE,Danish Superliga,Nigeria,73,46,63,62,46,64
199866,J. Ogu,66,32,Al Adalah,Saudi Abdul L. Jameel League,Nigeria,83,62,65,60,55,71
209709,B. Edomwonyi,66,25,FK Austria Wien,Austrian Football Bundesliga,Nigeria,53,21,63,56,58,58
224213,T. Ebuehi,66,24,FC Twente,Holland Eredivisie,Nigeria,68,63,52,41,47,59
224875,B. Innocent,66,24,Malmö FF,Swedish Allsvenskan,Nigeria,91,62,42,51,47,67
231005,C. Ogbene,66,23,Rotherham United,English League Championship,Nigeria,65,35,54,62,50,60
232177,M. Ogbu,66,29,Mjällby AIF,Swedish Allsvenskan,Nigeria,63,52,66,61,58,67
241092,I. Alhassan,66,23,CD Nacional,Portuguese Liga ZON SAGRES,Nigeria,75,55,61,65,58,62
241765,C. Akas,66,26,Belenenses SAD,Portuguese Liga ZON SAGRES,Nigeria,74,60,44,36,38,51
245277,K. Michael,66,20,Bologna,Italian Serie A,Nigeria,48,48,68,70,64,60
252436,I. Jack,66,22,Strømsgodset IF,Norwegian Eliteserien,Nigeria,66,70,53,59,44,67
255021,J. Sekidika,66,23,Galatasaray SK,Turkish Süper Lig,Nigeria,28,24,65,51,63,47
258881,O. Nwobodo,66,23,Göztepe SK,Turkish Süper Lig,Nigeria,67,54,58,58,46,47
173530,S. Aluko,65,31,Reading,English League Championship,Nigeria,40,31,62,64,68,60
192285,J. Chibuike,65,31,Falkenbergs FF,Swedish Allsvenskan,Nigeria,42,33,67,64,67,68
208022,I. Ezekiel,65,26,KV Kortrijk,Belgian Jupiler Pro League,Nigeria,48,23,65,64,63,67
212158,O. Osawe,65,26,KFC Uerdingen 05,German 3. Bundesliga,Nigeria,46,16,59,52,60,59
219806,F. Adi,65,29,Columbus Crew,USA Major League Soccer,Nigeria,77,21,65,51,58,67
224108,V. Solomon-Otabor,65,24,Wigan Athletic,English League One,Nigeria,61,32,57,60,50,60
229745,B. Enobakhare,65,22,AEK Athens,Greek Super League,Nigeria,49,26,57,59,56,57
237700,T. Kehinde,65,22,Randers FC,Danish Superliga,Nigeria,62,44,60,61,52,61
240914,E. Eze,65,23,SK Sturm Graz,Austrian Football Bundesliga,Nigeria,71,14,66,64,60,59
243044,N. Ofoborh,65,20,AFC Bournemouth,English League Championship,Nigeria,70,63,56,61,55,59
244235,H. Gong,65,21,Vitesse,Holland Eredivisie,Nigeria,53,28,57,51,47,62
197941,K. Igboananike,64,31,IK Sirius,Swedish Allsvenskan,Nigeria,58,24,62,48,69,56
219569,C. Omoigui,64,25,Royal Excel Mouscron,Belgian Jupiler Pro League,Nigeria,48,15,62,52,55,61
226000,N. Oduwa,64,24,Dundalk FC,Rep. Ireland Airtricity League,Nigeria,62,41,60,52,49,50
241659,S. Odey,64,22,Amiens SC,French Ligue 2,Nigeria,37,16,64,49,58,65
242744,A. Aremu,64,20,FC St. Pauli,German 2. Bundesliga,Nigeria,77,64,49,40,42,58
252261,H. Akujobi,64,20,SC Heerenveen,Holland Eredivisie,Nigeria,78,60,42,49,52,54
253181,A. Tosin,64,22,FC Zürich,Swiss Super League,Nigeria,51,35,61,53,48,62
257288,M. Okoye,64,20,Sparta Rotterdam,Holland Eredivisie,Nigeria,26,18,8,36,14,37
219672,A. Gero,63,26,Helsingborgs IF,Swedish Allsvenskan,Nigeria,81,19,60,54,56,56
239215,K. Nwakali,63,22,SD Huesca,Spain Primera Division,Nigeria,43,43,60,64,56,62
247679,V. Boniface,63,19,FK Bodø/Glimt,Norwegian Eliteserien,Nigeria,46,28,64,56,60,66
251258,V. Ozornwafor,63,21,Galatasaray SK,Turkish Süper Lig,Nigeria,59,61,25,40,45,52
252580,P. Mukairu,63,20,Antalyaspor,Turkish Süper Lig,Nigeria,41,25,54,55,60,53
194429,I. Uzochukwu,62,30,Aalesunds FK,Norwegian Eliteserien,Nigeria,70,61,51,59,40,64
232559,S. Ibrahim,62,23,Mjøndalen IF,Norwegian Eliteserien,Nigeria,65,14,57,47,58,58
252471,A. Ibrahim,62,22,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,Nigeria,69,63,48,53,53,51
256699,S. Osigwe,62,26,FC Lugano,Swiss Super League,Nigeria,38,14,10,49,15,28
257308,S. Tijani,62,18,TSV Egger Glas Hartberg,Austrian Football Bundesliga,Nigeria,63,60,38,61,32,56
208372,G. Arokoyo,61,27,Kalmar FF,Swedish Allsvenskan,Nigeria,70,64,16,33,29,64
230698,Kachi,60,23,Odds BK,Norwegian Eliteserien,Nigeria,31,26,57,54,61,53
233938,D. Kasumu,60,20,Milton Keynes Dons,English League One,Nigeria,57,59,50,59,48,59
237014,S. Akinola,60,27,Southend United,English League Two,Nigeria,46,22,59,44,61,57
246706,N. Peter,60,31,Falkenbergs FF,Swedish Allsvenskan,Nigeria,67,15,59,49,58,59
256819,I. Abdulrazak,60,18,IFK Norrköping,Swedish Allsvenskan,Nigeria,44,39,56,55,44,59
225867,V. Adeboyejo,59,22,Barnsley,English League Championship,Nigeria,52,17,59,49,57,51
256028,I. Achara,59,22,Toronto FC,USA Major League Soccer,Nigeria,51,19,52,47,56,55
258911,T. Arokodare,59,19,1. FC Köln,German 1. Bundesliga,Nigeria,59,14,54,49,60,48
231505,M. Samuel,58,26,Varbergs BoIS FC,Swedish Allsvenskan,Nigeria,66,54,48,55,42,61
233572,D. Udoh,58,23,Shrewsbury Town,English League One,Nigeria,25,25,50,51,56,45
240364,I. Boye,58,23,Örebro SK,Swedish Allsvenskan,Nigeria,58,18,58,35,46,44
257190,D. Abiama,58,21,SpVgg Greuther Fürth,German 2. Bundesliga,Nigeria,26,14,58,42,62,57
258121,A. Amoo,58,18,Hammarby IF,Swedish Allsvenskan,Nigeria,36,18,48,52,45,54
236377,E. Obi,57,19,Wigan Athletic,English League One,Nigeria,43,52,28,26,34,44
240967,J. Kayode,56,20,Carlisle United,English League Two,Nigeria,48,22,57,47,55,44
254081,F. Sasere,56,22,FC Lugano,Swiss Super League,Nigeria,36,12,48,42,58,47
255693,A. Uzodimma,56,21,Yukatel Kayserispor,Turkish Süper Lig,Nigeria,61,47,38,44,45,48
257624,T. Owolabi,56,24,Hamilton Academical FC,Scottish Premiership,Nigeria,35,16,53,46,53,49
258890,F. Dele-Bashiru,55,19,Sheffield Wednesday,English League Championship,Nigeria,58,39,57,45,40,47
238487,O. Alfa,53,21,Queens Park Rangers,English League Championship,Nigeria,56,18,48,49,49,42
237239,E. Bardhi,79,24,Levante Unión Deportiva,Spain Primera Division,North Macedonia,62,66,75,79,78,82
205965,S. Ristovski,77,28,Sporting CP,Portuguese Liga ZON SAGRES,North Macedonia,85,72,67,65,47,73
216350,A. Ademi,76,29,Dinamo Zagreb,Croatian Prva HNL,North Macedonia,80,74,74,70,46,75
199274,I. Nestorovski,73,30,Udinese Calcio,Italian Serie A,North Macedonia,71,27,79,42,72,68
206006,E. Alioski,73,28,Leeds United,English Premier League,North Macedonia,76,65,65,70,69,62
212107,A. Jahović,73,33,Antalyaspor,Turkish Süper Lig,North Macedonia,70,15,78,44,76,72
137506,G. Pandev,72,36,Genoa,Italian Serie A,North Macedonia,52,39,78,71,68,70
241390,E. Elmas,72,20,Napoli,Italian Serie A,North Macedonia,77,48,66,73,58,70
211348,S. Dimitrievski,71,26,Rayo Vallecano,Spanish Segunda División,North Macedonia,17,21,15,51,21,53
204350,A. Trajkovski,69,27,RCD Mallorca,Spanish Segunda División,North Macedonia,39,25,61,63,69,59
205759,D. Stojanović,68,26,Middlesbrough,English League Championship,North Macedonia,24,18,10,27,21,58
224420,S. Aškovski,68,28,FC Botoşani,Romanian Liga I,North Macedonia,56,60,65,55,40,59
202910,D. Mitov Nilsson,67,29,Sarpsborg 08 FF,Norwegian Eliteserien,North Macedonia,22,13,14,52,14,53
205138,F. Hasani,67,30,HJK Helsinki,Finnish Veikkausliiga,North Macedonia,79,40,64,65,71,72
206399,D. Georgievski,66,32,Western Sydney Wanderers,Australian Hyundai A-League,North Macedonia,92,64,58,55,45,62
206101,D. Babunski,65,26,FC Botoşani,Romanian Liga I,North Macedonia,45,49,56,61,62,54
208115,L. Zuta,65,27,Lecce,Italian Serie B,North Macedonia,74,62,44,63,43,60
258798,D. Avramovski,65,25,Yukatel Kayserispor,Turkish Süper Lig,North Macedonia,62,38,65,62,62,64
251545,D. Churlinov,64,19,VfB Stuttgart,German 1. Bundesliga,North Macedonia,45,20,63,61,64,58
223568,G. Zajkov,63,25,Royal Charleroi S.C.,Belgian Jupiler Pro League,North Macedonia,66,65,26,42,22,61
251452,V. Stojanovski,63,23,FC Chambly Oise,French Ligue 2,North Macedonia,37,14,66,48,73,51
227855,B. Sabovic,62,22,Mjällby AIF,Swedish Allsvenskan,North Macedonia,61,57,59,62,55,67
241392,E. Daci,62,21,İttifak Holding Konyaspor,Turkish Süper Lig,North Macedonia,28,19,58,58,50,55
254284,D. Krezic,62,24,Varbergs BoIS FC,Swedish Allsvenskan,North Macedonia,56,56,58,58,42,57
213649,D. Iliev,61,25,Arsenal,English Premier League,North Macedonia,18,21,12,33,23,44
254560,A. Hajdari,60,20,SK Rapid Wien,Austrian Football Bundesliga,North Macedonia,67,59,39,39,33,43
169588,J. Evans,80,32,Leicester City,English Premier League,Northern Ireland,79,82,30,57,44,78
186143,O. Norwood,77,29,Sheffield United,English Premier League,Northern Ireland,69,77,64,78,74,73
180706,C. Cathcart,74,31,Watford,English League Championship,Northern Ireland,75,75,33,52,28,71
231292,J. Lewis,74,22,Newcastle United,English Premier League,Northern Ireland,51,70,70,54,38,79
203570,S. Dallas,73,29,Leeds United,English Premier League,Northern Ireland,63,67,69,68,57,68
151508,S. Davis,71,35,Rangers FC,Scottish Premiership,Northern Ireland,74,67,66,72,62,78
212680,J. Jones,70,25,Rangers FC,Scottish Premiership,Northern Ireland,52,34,60,63,56,65
213697,P. McNair,70,25,Middlesbrough,English League Championship,Northern Ireland,74,69,59,64,62,66
186839,N. McGinn,69,32,Aberdeen,Scottish Premiership,Northern Ireland,53,48,66,70,67,71
204412,G. Saville,69,27,Middlesbrough,English League Championship,Northern Ireland,78,65,69,70,54,64
204445,M. Smith,69,31,,,Northern Ireland,67,64,55,62,65,65
229091,B. Peacock-Farrell,69,23,Burnley,English Premier League,Northern Ireland,24,20,14,38,29,47
166764,T. Carson,68,32,Motherwell,Scottish Premiership,Northern Ireland,37,17,18,60,23,50
215820,L. Donnelly,68,24,Motherwell,Scottish Premiership,Northern Ireland,78,62,63,61,66,62
52306,C. Brunt,67,35,Bristol City,English League Championship,Northern Ireland,69,60,60,72,74,68
163201,M. McGovern,67,35,Norwich City,English League Championship,Northern Ireland,18,23,16,40,14,30
186135,C. Evans,67,29,Blackburn Rovers,English League Championship,Northern Ireland,69,65,44,52,47,59
186562,J. Magennis,67,29,Hull City,English League One,Northern Ireland,74,52,65,56,63,59
192624,S. Ferguson,67,28,Millwall,English League Championship,Northern Ireland,60,59,58,63,55,54
204324,M. Kennedy,67,25,Aberdeen,Scottish Premiership,Northern Ireland,57,47,53,61,63,64
206089,C. McGeehan,67,25,KV Oostende,Belgian Jupiler Pro League,Northern Ireland,62,63,65,68,64,64
110606,A. Mannus,66,38,Shamrock Rovers,Rep. Ireland Airtricity League,Northern Ireland,34,17,19,55,17,65
166844,K. Lafferty,66,32,,,Northern Ireland,87,17,66,63,70,69
194785,T. Flanagan,66,28,Sunderland,English League One,Northern Ireland,75,63,26,50,30,52
201346,L. Boyce,66,29,,,Northern Ireland,73,34,65,62,71,69
212990,C. Camps,66,24,Fleetwood Town,English League One,Northern Ireland,53,60,63,65,47,64
244655,G. Whyte,66,24,Cardiff City,English League Championship,Northern Ireland,33,30,60,64,46,50
194122,W. Grigg,65,28,Sunderland,English League One,Northern Ireland,50,22,66,54,72,63
195480,C. McLaughlin,65,28,Sunderland,English League One,Northern Ireland,55,62,60,61,49,65
201901,C. Winchester,65,27,Forest Green Rovers,English League Two,Northern Ireland,64,60,58,64,56,63
210392,R. McLaughlin,65,25,Rochdale,English League One,Northern Ireland,60,57,58,58,59,53
220943,K. Vassell,65,27,Rotherham United,English League Championship,Northern Ireland,55,27,61,44,61,56
243688,B. Burns,65,20,Barrow,English League Two,Northern Ireland,60,59,59,59,55,62
193173,M. Lund,64,29,Rochdale,English League One,Northern Ireland,73,64,56,62,53,65
201491,D. Lafferty,64,31,Shamrock Rovers,Rep. Ireland Airtricity League,Northern Ireland,61,60,53,45,45,52
217758,C. Washington,64,28,Charlton Athletic,English League One,Northern Ireland,75,50,65,61,67,65
223744,S. Dooley,64,28,Rochdale,English League One,Northern Ireland,36,40,62,64,57,62
225998,A. McEneff,64,24,Shamrock Rovers,Rep. Ireland Airtricity League,Northern Ireland,57,55,58,63,73,67
230136,J. Thompson,64,23,Stoke City,English League Championship,Northern Ireland,63,55,59,64,45,57
242289,C. Hazard,64,22,Celtic,Scottish Premiership,Northern Ireland,22,8,6,55,19,41
255186,R. Marshall,64,25,Shamrock Rovers,Rep. Ireland Airtricity League,Northern Ireland,55,61,58,60,44,56
257415,J. Cooper,64,24,Oxford United,English League One,Northern Ireland,42,22,61,61,57,58
170027,R. McArdle,63,33,Exeter City,English League Two,Northern Ireland,68,61,25,46,28,58
193357,L. Hodson,63,28,Hamilton Academical FC,Scottish Premiership,Northern Ireland,62,54,51,48,33,55
193552,B. McKay,63,31,Ross County FC,Scottish Premiership,Northern Ireland,53,21,60,62,67,67
201212,A. Thompson,63,27,Rotherham United,English League Championship,Northern Ireland,60,57,30,50,31,54
211463,C. Lavery,63,27,Walsall,English League Two,Northern Ireland,61,31,64,55,64,62
220039,D. Charles,63,24,Accrington Stanley,English League One,Northern Ireland,63,26,64,61,57,59
233655,R. Holden,63,22,Walsall,English League Two,Northern Ireland,33,37,57,62,50,56
241075,P. Smyth,63,22,Queens Park Rangers,English League Championship,Northern Ireland,49,25,63,60,61,59
243520,A. McCann,63,20,St. Johnstone FC,Scottish Premiership,Northern Ireland,60,61,56,59,43,60
243640,E. Galbraith,63,19,Manchester United,English Premier League,Northern Ireland,63,57,50,61,35,65
186370,C. Morris,62,30,Ross County FC,Scottish Premiership,Northern Ireland,60,54,19,21,32,56
192479,B. Reeves,62,28,Plymouth Argyle,English League One,Northern Ireland,38,48,52,60,61,54
221167,C. Dummigan,62,24,Dundalk FC,Rep. Ireland Airtricity League,Northern Ireland,50,57,45,50,36,50
246847,M. Sykes,62,22,Oxford United,English League One,Northern Ireland,49,58,59,63,48,60
205255,J. Reid,61,25,Mansfield Town,English League Two,Northern Ireland,55,12,60,53,60,58
222931,J. Doherty,61,24,Crawley Town,English League Two,Northern Ireland,57,60,44,46,45,73
237506,C. Owens,61,22,Queens Park Rangers,English League Championship,Northern Ireland,50,49,53,64,50,60
247336,A. McCalmont,61,20,Leeds United,English Premier League,Northern Ireland,58,57,42,56,50,67
228292,C. Harkin,59,24,Derry City,Rep. Ireland Airtricity League,Northern Ireland,58,51,55,67,43,68
235994,D. Amos,59,20,Doncaster Rovers,English League One,Northern Ireland,56,54,45,47,47,55
239540,E. Toal,59,21,Derry City,Rep. Ireland Airtricity League,Northern Ireland,58,55,38,24,19,55
245611,D. Parkhouse,59,20,Sheffield United,English Premier League,Northern Ireland,42,30,59,50,58,46
183681,R. Weir,58,31,Waterford FC,Rep. Ireland Airtricity League,Northern Ireland,72,62,51,58,57,62
206039,J. Jones,58,26,Salford City,English League Two,Northern Ireland,64,57,49,56,48,53
242541,C. Brown,58,22,Livingston FC,Scottish Premiership,Northern Ireland,61,53,43,39,37,45
149697,M. McChrystal,56,36,Derry City,Rep. Ireland Airtricity League,Northern Ireland,59,57,30,45,34,54
226423,N. Gartside,55,22,Derry City,Rep. Ireland Airtricity League,Northern Ireland,23,22,18,22,24,31
240793,J. Dunwoody,55,21,Derry City,Rep. Ireland Airtricity League,Northern Ireland,58,57,41,52,48,46
252061,J. Malone,54,20,Derry City,Rep. Ireland Airtricity League,Northern Ireland,44,49,48,52,46,56
257485,M. O'Neill,53,18,Wigan Athletic,English League One,Northern Ireland,30,19,51,61,54,50
246315,L. Smyth,52,18,Stevenage,English League Two,Northern Ireland,29,17,49,43,57,45
251262,B. Baggley,51,18,Fleetwood Town,English League One,Northern Ireland,44,39,44,54,42,51
252420,T. Parker,51,18,Luton Town,English League Championship,Northern Ireland,19,10,6,12,13,30
251219,D. Burns,50,17,St. Patrick's Athletic,Rep. Ireland Airtricity League,Northern Ireland,37,22,44,45,46,46
256438,D. Boyle,50,18,Fleetwood Town,English League One,Northern Ireland,48,53,23,26,31,44
256439,C. Johnston,50,18,Fleetwood Town,English League One,Northern Ireland,41,28,48,49,42,52
258474,A. Foley,50,30,Finn Harps,Rep. Ireland Airtricity League,Northern Ireland,58,43,50,49,42,46
256413,J. Lemoignan,49,19,Derry City,Rep. Ireland Airtricity League,Northern Ireland,28,11,5,33,12,21
239085,E. Haaland,84,19,Borussia Dortmund,German 1. Bundesliga,Norway,82,41,86,68,80,83
222665,M. Ødegaard,83,21,Real Madrid CF,Spain Primera Division,Norway,64,65,77,87,63,76
228092,S. Berge,79,22,Sheffield United,English Premier League,Norway,72,77,65,72,46,83
198657,J. Svensson,78,27,AZ Alkmaar,Holland Eredivisie,Norway,81,75,69,74,48,74
198658,F. Midtsjø,78,26,AZ Alkmaar,Holland Eredivisie,Norway,74,78,66,76,51,79
104389,R. Jarstein,77,35,Hertha BSC,German 1. Bundesliga,Norway,34,19,15,49,13,50
185422,J. King,77,28,AFC Bournemouth,English League Championship,Norway,73,34,77,71,81,77
216549,A. Sørloth,77,24,Trabzonspor,Turkish Süper Lig,Norway,74,36,79,69,70,79
152996,P. Skjelbred,76,33,Rosenborg BK,Norwegian Eliteserien,Norway,79,80,54,71,55,77
190824,O. Elabdellaoui,76,28,Galatasaray SK,Turkish Süper Lig,Norway,72,69,75,69,42,68
153048,M. Eikrem,75,29,Molde FK,Norwegian Eliteserien,Norway,44,44,74,78,61,79
203362,M. Elyounoussi,75,25,Celtic,Scottish Premiership,Norway,68,36,71,72,64,66
222404,M. Normann,75,24,,,Norway,75,74,68,72,52,72
